Hiver 2016,Force 1 à 4,n,142,238
Hiver 2016,Force 1 à 4,ne,68,208
Hiver 2016,Force 1 à 4,e,54,91
Hiver 2016,Force 1 à 4,se,42,173
Hiver 2016,Force 1 à 4,s,87,648
Hiver 2016,Force 1 à 4,so,85,464
Hiver 2016,Force 1 à 4,o,89,262
Hiver 2016,Force 1 à 4,no,134,241
Hiver 2016,Force 5 à 6,n,84,238
Hiver 2016,Force 5 à 6,ne,93,208
Hiver 2016,Force 5 à 6,e,33,91
Hiver 2016,Force 5 à 6,se,90,173
Hiver 2016,Force 5 à 6,s,340,648
Hiver 2016,Force 5 à 6,so,156,464
Hiver 2016,Force 5 à 6,o,77,262
Hiver 2016,Force 5 à 6,no,90,241
Hiver 2016,Force 7 à 9,n,12,238
Hiver 2016,Force 7 à 9,ne,47,208
Hiver 2016,Force 7 à 9,e,4,91
Hiver 2016,Force 7 à 9,se,41,173
Hiver 2016,Force 7 à 9,s,218,648
Hiver 2016,Force 7 à 9,so,218,464
Hiver 2016,Force 7 à 9,o,96,262
Hiver 2016,Force 7 à 9,no,17,241
Hiver 2016,Force 10 à 12,n,0,238
Hiver 2016,Force 10 à 12,ne,0,208
Hiver 2016,Force 10 à 12,e,0,91
Hiver 2016,Force 10 à 12,se,0,173
Hiver 2016,Force 10 à 12,s,3,648
Hiver 2016,Force 10 à 12,so,5,464
Hiver 2016,Force 10 à 12,o,0,262
Hiver 2016,Force 10 à 12,no,0,241
