Eté 2016,Force 1 à 4,n,56,59
Eté 2016,Force 1 à 4,ne,100,173
Eté 2016,Force 1 à 4,e,50,61
Eté 2016,Force 1 à 4,se,65,69
Eté 2016,Force 1 à 4,s,194,331
Eté 2016,Force 1 à 4,so,357,822
Eté 2016,Force 1 à 4,o,161,195
Eté 2016,Force 1 à 4,no,90,126
Eté 2016,Force 5 à 6,n,3,59
Eté 2016,Force 5 à 6,ne,73,173
Eté 2016,Force 5 à 6,e,11,61
Eté 2016,Force 5 à 6,se,4,69
Eté 2016,Force 5 à 6,s,135,331
Eté 2016,Force 5 à 6,so,419,822
Eté 2016,Force 5 à 6,o,34,195
Eté 2016,Force 5 à 6,no,36,126
Eté 2016,Force 7 à 9,n,0,59
Eté 2016,Force 7 à 9,ne,0,173
Eté 2016,Force 7 à 9,e,0,61
Eté 2016,Force 7 à 9,se,0,69
Eté 2016,Force 7 à 9,s,2,331
Eté 2016,Force 7 à 9,so,46,822
Eté 2016,Force 7 à 9,o,0,195
Eté 2016,Force 7 à 9,no,0,126
Eté 2016,Force 10 à 12,n,0,59
Eté 2016,Force 10 à 12,ne,0,173
Eté 2016,Force 10 à 12,e,0,61
Eté 2016,Force 10 à 12,se,0,69
Eté 2016,Force 10 à 12,s,0,331
Eté 2016,Force 10 à 12,so,0,822
Eté 2016,Force 10 à 12,o,0,195
Eté 2016,Force 10 à 12,no,0,126
