Eté 2017,Force 1 à 4,n,103,125
Eté 2017,Force 1 à 4,ne,155,239
Eté 2017,Force 1 à 4,e,69,70
Eté 2017,Force 1 à 4,se,26,40
Eté 2017,Force 1 à 4,s,82,166
Eté 2017,Force 1 à 4,so,264,752
Eté 2017,Force 1 à 4,o,165,289
Eté 2017,Force 1 à 4,no,74,112
Eté 2017,Force 5 à 6,n,21,125
Eté 2017,Force 5 à 6,ne,83,239
Eté 2017,Force 5 à 6,e,1,70
Eté 2017,Force 5 à 6,se,9,40
Eté 2017,Force 5 à 6,s,70,166
Eté 2017,Force 5 à 6,so,391,752
Eté 2017,Force 5 à 6,o,98,289
Eté 2017,Force 5 à 6,no,32,112
Eté 2017,Force 7 à 9,n,1,125
Eté 2017,Force 7 à 9,ne,1,239
Eté 2017,Force 7 à 9,e,0,70
Eté 2017,Force 7 à 9,se,5,40
Eté 2017,Force 7 à 9,s,14,166
Eté 2017,Force 7 à 9,so,96,752
Eté 2017,Force 7 à 9,o,26,289
Eté 2017,Force 7 à 9,no,6,112
Eté 2017,Force 10 à 12,n,0,125
Eté 2017,Force 10 à 12,ne,0,239
Eté 2017,Force 10 à 12,e,0,70
Eté 2017,Force 10 à 12,se,0,40
Eté 2017,Force 10 à 12,s,0,166
Eté 2017,Force 10 à 12,so,1,752
Eté 2017,Force 10 à 12,o,0,289
Eté 2017,Force 10 à 12,no,0,112
