Printemps 2018,Force 1 à 4,n,153,224
Printemps 2018,Force 1 à 4,ne,215,301
Printemps 2018,Force 1 à 4,e,32,47
Printemps 2018,Force 1 à 4,se,26,60
Printemps 2018,Force 1 à 4,s,52,87
Printemps 2018,Force 1 à 4,so,45,60
Printemps 2018,Force 1 à 4,o,15,28
Printemps 2018,Force 1 à 4,no,85,90
Printemps 2018,Force 5 à 6,n,71,224
Printemps 2018,Force 5 à 6,ne,85,301
Printemps 2018,Force 5 à 6,e,15,47
Printemps 2018,Force 5 à 6,se,33,60
Printemps 2018,Force 5 à 6,s,35,87
Printemps 2018,Force 5 à 6,so,15,60
Printemps 2018,Force 5 à 6,o,10,28
Printemps 2018,Force 5 à 6,no,5,90
Printemps 2018,Force 7 à 9,n,0,224
Printemps 2018,Force 7 à 9,ne,1,301
Printemps 2018,Force 7 à 9,e,0,47
Printemps 2018,Force 7 à 9,se,1,60
Printemps 2018,Force 7 à 9,s,0,87
Printemps 2018,Force 7 à 9,so,0,60
Printemps 2018,Force 7 à 9,o,3,28
Printemps 2018,Force 7 à 9,no,0,90
Printemps 2018,Force 10 à 12,n,0,224
Printemps 2018,Force 10 à 12,ne,0,301
Printemps 2018,Force 10 à 12,e,0,47
Printemps 2018,Force 10 à 12,se,0,60
Printemps 2018,Force 10 à 12,s,0,87
Printemps 2018,Force 10 à 12,so,0,60
Printemps 2018,Force 10 à 12,o,0,28
Printemps 2018,Force 10 à 12,no,0,90
